Transaction_ID,Customer_ID,Customer_Name,Customer_Email,Gender,Province,Order_Date,Load_Timestamp,Product_Category,Quantity,Unit_Price,Discount_Rate,Transaction_Amount,Payment_Method,Order_Status,Is_Promotion,Customer_Email_Original,Is_Email_Imputed,Email_Impute_Flag,Province_Original,Is_Province_Imputed,Province_Impute_Flag,Is_Order_Date_Imputed,Is_Quantity_Valid,Expected_Amount,Amount_Diff,Accuracy_Flag,Transaction_Amount_Original,Is_Order_Status_Valid,Is_Outlier,Transaction_Amount_Before_Cap,Order_Date_dt,Load_Timestamp_dt,Load_Delay_Hours,Is_Late
T000565,C0086,Korn Dechawat,korn.dechawat86@example.com,F,Nakhon Ratchasima,2026-05-26,2026-05-26 10:00:00,Electronics,5,83.16,0.0,415.8,Credit Card,Returned,N,korn.dechawat86@example.com,False,Original,Nakhon Ratchasima,False,Original,False,True,415.8,0.0,False,415.8,True,False,415.8,2026-05-26,2026-05-26 10:00:00,10.0,False
T000598,C0060,Tee Maneerat,tee.maneerat60@example.com,M,Rayong,2026-04-07,2026-04-07 10:00:00,Sports,4,486.91,0.05,1850.26,Credit Card,Completed,N,tee.maneerat60@example.com,False,Original,Rayong,False,Original,False,True,1850.26,0.0,False,1850.26,True,False,1850.26,2026-04-07,2026-04-07 10:00:00,10.0,False
T000277,C0085,Aom Thongdee,aom.thongdee85@example.com,F,Chiang Mai,2026-02-11,2026-02-11 12:00:00,Food,3,282.28,0.05,804.5,Cash on Delivery,Completed,N,aom.thongdee85@example.com,False,Original,Chiang Mai,False,Original,False,True,804.5,0.0,False,804.5,True,False,804.5,2026-02-11,2026-02-11 12:00:00,12.0,False
T000344,C0116,Boss Wongsa,boss.wongsa116@example.com,F,Chonburi,2026-01-14,2026-01-14 07:00:00,Sports,3,202.84,0.0,608.52,Credit Card,Processing,N,boss.wongsa116@example.com,False,Original,Chonburi,False,Original,False,True,608.52,0.0,False,608.52,True,False,608.52,2026-01-14,2026-01-14 07:00:00,7.0,False
T000129,C0079,Mook Srisawat,mook.srisawat79@example.com,F,Chanthaburi,2026-04-15,2026-04-15 11:00:00,Electronics,3,105.51,0.1,284.88,PromptPay,Cancelled,N,mook.srisawat79@example.com,False,Original,Chanthaburi,False,Original,False,True,284.88,0.0,False,284.88,True,False,284.88,2026-04-15,2026-04-15 11:00:00,11.0,False
T000044,C0173,Tee Wongsa,tee.wongsa173@example.com,M,Phuket,2026-01-26,2026-01-26 02:00:00,Beauty,5,273.16,0.2,1092.64,Unknown,Completed,N,tee.wongsa173@example.com,False,Original,Phuket,False,Original,False,True,1092.64,0.0,False,1092.64,True,False,1092.64,2026-01-26,2026-01-26 02:00:00,2.0,False
T000293,C0076,Pim Phromla,pim.phromla76@example.com,M,Chanthaburi,2026-02-18,2026-02-20 01:00:00,Electronics,6,297.28,0.05,1694.5,Bank Transfer,Processing,N,pim.phromla76@example.com,False,Original,Chanthaburi,False,Original,False,True,1694.5,0.0,False,1694.5,True,False,1694.5,2026-02-18,2026-02-20 01:00:00,49.0,True
T000146,C0132,Fah Saelim,fah.saelim132@example.com,M,Khon Kaen,2026-01-16,2026-01-16 02:00:00,Food,3,119.99,0.1,323.97,PromptPay,Returned,N,fah.saelim132@example.com,False,Original,Khon Kaen,False,Original,False,True,323.97,0.0,False,323.97,True,False,323.97,2026-01-16,2026-01-16 02:00:00,2.0,False
T000559,C0038,Boss Kittikul,boss.kittikul38@example.com,F,Nakhon Ratchasima,2026-05-19,2026-05-19 03:00:00,Electronics,4,385.46,0.05,1464.75,Bank Transfer,Returned,N,boss.kittikul38@example.com,False,Original,Nakhon Ratchasima,False,Original,False,True,1464.75,57.59999999999991,True,1407.15,True,False,1464.75,2026-05-19,2026-05-19 03:00:00,3.0,False
T000082,C0145,Tee Srisawat,tee.srisawat145@example.com,M,Nakhon Ratchasima,2026-02-22,2026-02-22 17:00:00,Electronics,4,213.82,0.0,855.28,Cash on Delivery,Processing,N,tee.srisawat145@example.com,False,Original,Nakhon Ratchasima,False,Original,False,True,855.28,0.0,False,855.28,True,False,855.28,2026-02-22,2026-02-22 17:00:00,17.0,False
T000368,C0179,Jane Chaiyo,jane.chaiyo179@example.com,F,Chanthaburi,2026-04-12,2026-04-12 01:00:00,Electronics,6,147.75,0.0,886.5,PromptPay,Processing,N,jane.chaiyo179@example.com,False,Original,Chanthaburi,False,Original,False,True,886.5,0.0,False,886.5,True,False,886.5,2026-04-12,2026-04-12 01:00:00,1.0,False
T000353,C0109,Jane Thongdee,jane.thongdee109@example.com,F,Bangkok,2026-04-16,2026-04-16 04:00:00,Electronics,6,143.3,0.0,859.8,PromptPay,Cancelled,N,,True,Mapped_From_History,Bangkok,False,Original,False,True,859.8,0.0,False,859.8,True,False,859.8,2026-04-16,2026-04-16 04:00:00,4.0,False
T000505,C0173,Tee Wongsa,tee.wongsa173@example.com,M,Phuket,2026-04-14,2026-04-14 17:00:00,Beauty,5,258.8,0.0,1294.0,Credit Card,Processing,N,tee.wongsa173@example.com,False,Original,Phuket,False,Original,False,True,1294.0,0.0,False,1294.0,True,False,1294.0,2026-04-14,2026-04-14 17:00:00,17.0,False
T000571,C0085,Aom Thongdee,aom.thongdee85@example.com,F,Chiang Mai,2026-01-17,2026-01-20 13:00:00,Food,4,236.68,0.0,946.72,Unknown,Completed,N,aom.thongdee85@example.com,False,Original,Chiang Mai,False,Original,False,True,946.72,0.0,False,946.72,True,False,946.72,2026-01-17,2026-01-20 13:00:00,85.0,True
T000599,C0039,Beam Boonmee,beam.boonmee39@example.com,M,Rayong,2026-01-01,2026-01-01 07:00:00,Sports,1,470.07,0.15,399.56,Credit Card,Returned,N,beam.boonmee39@example.com,False,Original,Rayong,False,Original,False,True,399.56,81.13,True,318.43,True,False,399.56,2026-01-01,2026-01-01 07:00:00,7.0,False
T000074,C0022,Film Kittikul,film.kittikul22@example.com,F,Nakhon Ratchasima,2026-06-12,2026-06-12 08:00:00,Beauty,6,166.19,0.1,897.43,PromptPay,Returned,Y,film.kittikul22@example.com,False,Original,Nakhon Ratchasima,False,Original,False,True,897.43,0.0,False,897.43,True,False,897.43,2026-06-12,2026-06-12 08:00:00,8.0,False
T000205,C0134,Pim Wongsa,pim.wongsa134@example.com,M,Chanthaburi,2026-06-28,2026-06-28 16:00:00,Food,6,247.3,0.0,1483.8,Cash on Delivery,Cancelled,N,,True,Mapped_From_History,Chanthaburi,False,Original,False,True,1483.8,0.0,False,1483.8,True,False,1483.8,2026-06-28,2026-06-28 16:00:00,16.0,False
T000070,C0062,Beam Rattanakul,beam.rattanakul62@example.com,M,Bangkok,2026-03-31,2026-03-31 08:00:00,Beauty,6,210.09,0.0,1260.54,Credit Card,Completed,N,,True,Mapped_From_History,Bangkok,False,Original,False,True,1260.54,0.0,False,1260.54,True,False,1260.54,2026-03-31,2026-03-31 08:00:00,8.0,False
T000130,C0093,Bank Thongdee,bank.thongdee93@example.com,F,Khon Kaen,2026-01-06,2026-01-06 08:00:00,Sports,3,162.6,0.1,439.02,PromptPay,Cancelled,N,bank.thongdee93@example.com,False,Original,Khon Kaen,False,Original,False,True,439.02,0.0,False,439.02,True,False,439.02,2026-01-06,2026-01-06 08:00:00,8.0,False
T000411,C0056,Mint Maneerat,mint.maneerat56@example.com,M,Rayong,2026-01-09,2026-01-09 11:00:00,Beauty,5,268.07,0.0,1340.35,PromptPay,Cancelled,N,mint.maneerat56@example.com,False,Original,Rayong,False,Original,False,True,1340.35,0.0,False,1340.35,True,False,1340.35,2026-01-09,2026-01-09 11:00:00,11.0,False
T900007,C0149,May Pattanakul,may.pattanakul149@example.com,F,Chiang Mai,2026-04-03,2026-04-03 17:00:00,Fashion,2,218.01,0.1,392.42,Bank Transfer,Returned,N,may.pattanakul149@example.com,False,Original,Chiang Mai,False,Original,True,True,392.42,0.0,False,392.42,True,False,392.42,2026-04-03,2026-04-03 17:00:00,17.0,False
T000116,C0145,Tee Srisawat,tee.srisawat145@example.com,M,Nakhon Ratchasima,2026-05-25,2026-05-25 06:00:00,Beauty,4,340.01,0.05,1292.04,Bank Transfer,Unknown,N,tee.srisawat145@example.com,False,Original,Nakhon Ratchasima,False,Original,False,True,1292.04,0.0,False,1292.04,False,False,1292.04,2026-05-25,2026-05-25 06:00:00,6.0,False
T000548,C0053,Jane Pattanakul,jane.pattanakul53@example.com,M,Nakhon Ratchasima,2026-01-08,2026-01-08 02:00:00,Beauty,4,77.7,0.0,310.8,Credit Card,Cancelled,N,jane.pattanakul53@example.com,False,Original,Nakhon Ratchasima,False,Original,False,True,310.8,0.0,False,310.8,True,False,310.8,2026-01-08,2026-01-08 02:00:00,2.0,False
T000211,C0150,Mook Chaiyo,mook.chaiyo150@example.com,F,Chiang Mai,2026-04-30,2026-04-30 05:00:00,Food,5,76.96,0.0,384.8,Credit Card,Cancelled,N,mook.chaiyo150@example.com,False,Original,Chiang Mai,False,Original,False,True,384.8,0.0,False,384.8,True,False,384.8,2026-04-30,2026-04-30 05:00:00,5.0,False
T000558,C0033,Pim Srisawat,pim.srisawat33@example.com,M,Rayong,2026-06-27,2026-06-27 14:00:00,Electronics,2,89.22,0.0,178.44,Credit Card,Returned,N,pim.srisawat33@example.com,False,Original,Rayong,False,Original,False,True,178.44,63.11,True,115.33,True,False,178.44,2026-06-27,2026-06-27 14:00:00,14.0,False
T000531,C0125,May Lertprasert,may.lertprasert125@example.com,F,Rayong,2026-01-10,2026-01-10 10:00:00,Sports,1,103.51,0.15,87.98,Unknown,Returned,N,may.lertprasert125@example.com,False,Original,Rayong,False,Original,False,True,87.98,0.0,False,87.98,True,False,87.98,2026-01-10,2026-01-10 10:00:00,10.0,False
T000250,C0011,Mint Rattanakul,mint.rattanakul11@example.com,F,Chanthaburi,2026-02-04,2026-02-04 19:00:00,Food,5,231.48,0.15,983.79,Cash on Delivery,Returned,N,mint.rattanakul11@example.com,False,Original,Chanthaburi,False,Original,False,True,983.79,0.0,False,983.79,True,False,983.79,2026-02-04,2026-02-04 19:00:00,19.0,False
T000179,C0034,Fah Pattanakul,fah.pattanakul34@example.com,M,Chiang Mai,2026-02-23,2026-02-23 15:00:00,Sports,6,87.78,0.0,526.68,Credit Card,Cancelled,N,fah.pattanakul34@example.com,False,Original,Chiang Mai,False,Original,False,True,526.68,0.0,False,526.68,True,False,526.68,2026-02-23,2026-02-23 15:00:00,15.0,False
T000105,C0086,Korn Dechawat,korn.dechawat86@example.com,F,Nakhon Ratchasima,2026-05-07,2026-05-07 08:00:00,Food,2,79.14,0.0,158.28,Credit Card,Processing,N,korn.dechawat86@example.com,False,Original,Nakhon Ratchasima,False,Original,False,True,158.28,0.0,False,158.28,True,False,158.28,2026-05-07,2026-05-07 08:00:00,8.0,False
T000462,C0085,Aom Thongdee,aom.thongdee85@example.com,F,Chiang Mai,2026-06-25,2026-06-25 18:00:00,Beauty,1,137.25,0.1,123.52,Unknown,Cancelled,N,aom.thongdee85@example.com,False,Original,,True,Mapped_From_History,False,True,123.52,0.010000000000005116,False,123.53,True,False,123.52,2026-06-25,2026-06-25 18:00:00,18.0,False
T000441,C0016,Korn Lertprasert,korn.lertprasert16@example.com,M,Khon Kaen,2026-01-03,2026-03-01 13:00:00,Sports,2,211.65,0.15,359.8,Credit Card,Cancelled,N,korn.lertprasert16@example.com,False,Original,,True,Mapped_From_History,False,True,359.8,0.009999999999990905,False,359.81,True,False,359.8,2026-01-03,2026-03-01 13:00:00,1381.0,True
T000118,C0024,Fah Boonmee,fah.boonmee24@example.com,F,Bangkok,2026-06-22,2026-06-22 01:00:00,Electronics,5,198.5,0.05,942.88,Cash on Delivery,Completed,N,fah.boonmee24@example.com,False,Original,Bangkok,False,Original,False,True,942.88,0.0,False,942.88,True,False,942.88,2026-06-22,2026-06-22 01:00:00,1.0,False
T000050,C0122,Anan Wongsa,anan.wongsa122@example.com,M,Chanthaburi,2026-02-27,2026-02-27 15:00:00,Food,6,188.54,0.05,1074.68,PromptPay,Completed,N,anan.wongsa122@example.com,False,Original,Chanthaburi,False,Original,False,True,1074.68,0.0,False,1074.68,True,False,1074.68,2026-02-27,2026-02-27 15:00:00,15.0,False
T000253,C0149,May Pattanakul,may.pattanakul149@example.com,F,Chiang Mai,2026-04-21,2026-04-21 14:00:00,Electronics,6,166.88,0.15,851.09,Bank Transfer,Returned,N,may.pattanakul149@example.com,False,Original,,True,Mapped_From_History,False,True,851.09,0.0,False,851.09,True,False,851.09,2026-04-21,2026-04-21 14:00:00,14.0,False
T000479,C0133,Gun Kittikul,gun.kittikul133@example.com,F,Phuket,2026-05-28,2026-05-28 11:00:00,Home,6,98.7,0.1,532.98,PromptPay,Returned,N,,True,Mapped_From_History,Phuket,False,Original,False,True,532.98,150.64000000000004,True,382.34,True,False,532.98,2026-05-28,2026-05-28 11:00:00,11.0,False
T000139,C0044,Gun Phromla,gun.phromla44@example.com,F,Chonburi,2026-05-24,2026-05-24 19:00:00,Electronics,4,172.46,0.15,586.36,PromptPay,Cancelled,N,gun.phromla44@example.com,False,Original,Chonburi,False,Original,False,True,586.36,0.0,False,586.36,True,False,586.36,2026-05-24,2026-05-24 19:00:00,19.0,False
T000300,C0176,Ploy Boonmee,ploy.boonmee176@example.com,M,Chanthaburi,2026-02-19,2026-02-19 17:00:00,Fashion,1,666.44,0.1,599.8,Bank Transfer,Completed,N,ploy.boonmee176@example.com,False,Original,Chanthaburi,False,Original,False,True,599.8,0.0,False,599.8,True,False,599.8,2026-02-19,2026-02-19 17:00:00,17.0,False
T000510,C0016,Korn Lertprasert,korn.lertprasert16@example.com,M,Khon Kaen,2026-02-12,2026-02-12 18:00:00,Beauty,3,116.82,0.0,350.46,Unknown,Completed,N,korn.lertprasert16@example.com,False,Original,Khon Kaen,False,Original,False,True,350.46,0.0,False,350.46,True,False,350.46,2026-02-12,2026-02-12 18:00:00,18.0,False
T000171,C0166,Jane Srisawat,jane.srisawat166@example.com,F,Nakhon Ratchasima,2026-05-30,2026-05-30 17:00:00,Fashion,5,151.98,0.0,759.9,PromptPay,Cancelled,N,jane.srisawat166@example.com,False,Original,Nakhon Ratchasima,False,Original,False,True,759.9,0.0,False,759.9,True,False,759.9,2026-05-30,2026-05-30 17:00:00,17.0,False
T000528,C0067,May Pattanakul,may.pattanakul67@example.com,M,Chonburi,2026-03-14,2026-03-14 16:00:00,Beauty,3,137.2,0.05,391.02,Cash on Delivery,Processing,N,may.pattanakul67@example.com,False,Original,Chonburi,False,Original,False,True,391.02,0.0,False,391.02,True,False,391.02,2026-03-14,2026-03-14 16:00:00,16.0,False
T900001,C0173,Tee Wongsa,tee.wongsa173@example.com,M,Phuket,2026-02-03,2026-02-03 03:00:00,Beauty,3,286.06,0.0,858.18,Bank Transfer,Returned,N,tee.wongsa173@example.com,False,Original,Phuket,False,Original,False,True,858.18,0.0,False,858.18,True,False,858.18,2026-02-03,2026-02-03 03:00:00,3.0,False
T000532,C0010,Beam Sukjai,beam.sukjai10@example.com,M,Phuket,2026-06-27,2026-06-27 06:00:00,Electronics,3,148.42,0.1,400.73,Unknown,Cancelled,N,beam.sukjai10@example.com,False,Original,Phuket,False,Original,False,True,400.73,0.0,False,400.73,True,False,400.73,2026-06-27,2026-06-27 06:00:00,6.0,False
T000498,C0149,May Pattanakul,may.pattanakul149@example.com,F,Chiang Mai,2026-03-22,2026-03-22 11:00:00,Home,4,166.41,0.0,665.64,Bank Transfer,Processing,N,may.pattanakul149@example.com,False,Original,,True,Mapped_From_History,False,True,665.64,0.0,False,665.64,True,False,665.64,2026-03-22,2026-03-22 11:00:00,11.0,False
T000401,C0137,Film Boonmee,film.boonmee137@example.com,M,Khon Kaen,2026-06-10,2026-06-10 15:00:00,Fashion,1,488.78,0.2,391.02,Unknown,Processing,N,film.boonmee137@example.com,False,Original,Khon Kaen,False,Original,False,True,391.02,0.0,False,391.02,True,False,391.02,2026-06-10,2026-06-10 15:00:00,15.0,False
T000102,C0004,Tee Dechawat,tee.dechawat4@example.com,M,Bangkok,2026-06-12,2026-06-14 18:00:00,Electronics,1,144.45,0.15,122.78,Bank Transfer,Completed,Y,tee.dechawat4@example.com,False,Original,Bangkok,False,Original,False,True,122.78,1105.02,True,1227.8,True,False,122.78,2026-06-12,2026-06-14 18:00:00,66.0,True
T000509,C0071,Aom Sukjai,aom.sukjai71@example.com,M,Chanthaburi,2026-03-08,2026-03-10 10:00:00,Beauty,3,90.67,0.0,272.01,Credit Card,Returned,N,aom.sukjai71@example.com,False,Original,Chanthaburi,False,Original,False,True,272.01,0.0,False,272.01,True,False,272.01,2026-03-08,2026-03-10 10:00:00,58.0,True
T000464,C0103,Tee Phromla,tee.phromla103@example.com,F,Phuket,2026-01-19,2026-01-19 05:00:00,Food,6,260.38,0.05,1484.17,Credit Card,Cancelled,N,tee.phromla103@example.com,False,Original,Phuket,False,Original,False,True,1484.17,0.0,False,1484.17,True,False,1484.17,2026-01-19,2026-01-19 05:00:00,5.0,False
T000354,C0152,Tee Dechawat,tee.dechawat152@example.com,M,Chanthaburi,2026-02-15,2026-02-15 19:00:00,Fashion,1,177.36,0.0,177.36,Bank Transfer,Completed,N,tee.dechawat152@example.com,False,Original,Chanthaburi,False,Original,False,True,177.36,0.0,False,177.36,True,False,177.36,2026-02-15,2026-02-15 19:00:00,19.0,False
T000358,C0069,Jane Saelim,jane.saelim69@example.com,M,Khon Kaen,2026-01-22,2026-01-22 04:00:00,Electronics,2,327.93,0.05,623.07,PromptPay,Cancelled,N,jane.saelim69@example.com,False,Original,Khon Kaen,False,Original,False,True,623.07,0.0,False,623.07,True,False,623.07,2026-01-22,2026-01-22 04:00:00,4.0,False
T000583,C0119,Boss Khamdee,boss.khamdee119@example.com,M,Khon Kaen,2026-03-05,2026-05-03 17:00:00,Fashion,1,149.8,0.2,119.84,Credit Card,Completed,N,boss.khamdee119@example.com,False,Original,Khon Kaen,False,Original,False,True,119.84,0.0,False,119.84,True,False,119.84,2026-03-05,2026-05-03 17:00:00,1433.0,True
T000542,C0104,May Srisawat,may.srisawat104@example.com,F,Chonburi,2026-02-28,2026-02-28 05:00:00,Sports,5,199.81,0.05,949.1,PromptPay,Completed,N,may.srisawat104@example.com,False,Original,Chonburi,False,Original,False,True,949.1,0.0,False,949.1,True,False,949.1,2026-02-28,2026-02-28 05:00:00,5.0,False
T000183,C0001,Tee Saelim,tee.saelim1@example.com,F,Bangkok,2026-04-15,2026-04-15 09:00:00,Home,4,167.56,0.0,670.24,Bank Transfer,Processing,N,tee.saelim1@example.com,False,Original,Bangkok,False,Original,False,True,670.24,0.0,False,670.24,True,False,670.24,2026-04-15,2026-04-15 09:00:00,9.0,False
T000158,C0049,Gun Dechawat,gun.dechawat49@example.com,F,Nakhon Ratchasima,2026-02-13,2026-02-13 07:00:00,Food,6,175.83,0.1,949.48,PromptPay,Returned,N,gun.dechawat49@example.com,False,Original,Nakhon Ratchasima,False,Original,False,True,949.48,0.0,False,949.48,True,False,949.48,2026-02-13,2026-02-13 07:00:00,7.0,False
T000117,C0025,Mook Srisawat,mook.srisawat25@example.com,M,Nakhon Ratchasima,2026-02-28,2026-02-28 02:00:00,Fashion,5,202.7,0.2,810.8,PromptPay,Returned,N,mook.srisawat25@example.com,False,Original,Nakhon Ratchasima,False,Original,False,True,810.8,116.46999999999991,True,694.33,True,False,810.8,2026-02-28,2026-02-28 02:00:00,2.0,False
T000213,C0013,Narin Wongsa,narin.wongsa13@example.com,F,Khon Kaen,2026-05-21,2026-05-25 19:00:00,Sports,5,284.47,0.1,1280.12,Cash on Delivery,Processing,N,narin.wongsa13@example.com,False,Original,Khon Kaen,False,Original,False,True,1280.12,0.0,False,1280.12,True,False,1280.12,2026-05-21,2026-05-25 19:00:00,115.0,True
T000577,C0007,Jane Saelim,jane.saelim7@example.com,M,Chiang Mai,2026-03-09,2026-03-09 03:00:00,Home,2,376.66,0.2,602.66,Cash on Delivery,Processing,Y,jane.saelim7@example.com,False,Original,Chiang Mai,False,Original,False,True,602.66,0.0,False,602.66,True,False,602.66,2026-03-09,2026-03-09 03:00:00,3.0,False
T000203,C0070,Pim Chaiyo,pim.chaiyo70@example.com,M,Khon Kaen,2026-05-22,2026-05-22 19:00:00,Home,2,114.35,0.05,217.26,PromptPay,Processing,N,pim.chaiyo70@example.com,False,Original,Khon Kaen,False,Original,False,True,217.26,0.0,False,217.26,True,False,217.26,2026-05-22,2026-05-22 19:00:00,19.0,False
T000320,C0017,Mook Rattanakul,mook.rattanakul17@example.com,F,Khon Kaen,2026-02-23,2026-02-23 17:00:00,Sports,6,333.51,0.0,2001.06,PromptPay,Processing,N,mook.rattanakul17@example.com,False,Original,Khon Kaen,False,Original,False,True,2001.06,0.0,False,2001.06,True,False,2001.06,2026-02-23,2026-02-23 17:00:00,17.0,False
T000315,C0029,Aom Pattanakul,aom.pattanakul29@example.com,F,Bangkok,2026-03-17,2026-03-17 12:00:00,Beauty,5,247.85,0.0,1239.25,Unknown,Cancelled,N,aom.pattanakul29@example.com,False,Original,Bangkok,False,Original,False,True,1239.25,0.0,False,1239.25,True,False,1239.25,2026-03-17,2026-03-17 12:00:00,12.0,False
T000410,C0172,Beam Saelim,beam.saelim172@example.com,F,Rayong,2026-02-05,2026-02-05 10:00:00,Food,2,64.3,0.1,115.74,Unknown,Returned,N,beam.saelim172@example.com,False,Original,Rayong,False,Original,False,True,115.74,0.0,False,115.74,True,False,115.74,2026-02-05,2026-02-05 10:00:00,10.0,False
T000121,C0141,Korn Phromla,korn.phromla141@example.com,M,Khon Kaen,2026-01-22,2026-01-22 07:00:00,Fashion,1,76.25,0.05,72.44,Unknown,Completed,N,korn.phromla141@example.com,False,Original,Khon Kaen,False,Original,False,True,72.44,0.0,False,72.44,True,False,72.44,2026-01-22,2026-01-22 07:00:00,7.0,False
T000210,C0044,Gun Phromla,gun.phromla44@example.com,F,Chonburi,2026-03-28,2026-03-28 02:00:00,Electronics,6,213.42,0.15,1088.44,Bank Transfer,Completed,N,gun.phromla44@example.com,False,Original,Chonburi,False,Original,False,True,1088.44,0.0,False,1088.44,True,False,1088.44,2026-03-28,2026-03-28 02:00:00,2.0,False
